Column1,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,class
843,0.710347573,0.022017104,0.829215285,0.00856583,0.665711145,0.266545836,0.629394295,0.240606595,0.285790403,0.649209136,0.864469915,0.74319779,0.927711155,0.144572399,0.089261285,0.366307205,0.590105748,0.976128232,0.185895986,0.927464706,0
844,0.057605287,0.540360649,0.921665756,0.352096366,0.320977187,0.478341755,0.334661371,0.184368505,0.421304695,0.68394485,0.811163945,0.120923023,0.196199431,0.933972322,0.96453204,0.018598431,0.849623361,0.841289128,0.955901503,0.836377221,1
845,0.243499019,0.872835787,0.062414566,0.728067125,0.343160578,0.187532965,0.943758288,0.961653486,0.239876635,0.319627497,0.632208193,0.933470118,0.182668689,0.12648225,0.289196934,0.898922582,0.301605123,0.225738008,0.333531155,0.627143262,0
846,0.025328526,0.026943863,0.629602074,0.707143999,0.167897984,0.134581923,0.516525711,0.57974053,0.120759693,0.659674825,0.188635412,0.393081946,0.21165756,0.019975735,0.04032745,0.157020035,0.699325263,0.33085336,0.448688435,0.990225854,0
847,0.173822927,0.838740589,0.148189158,0.708086343,0.272661925,0.008143179,0.230228454,0.326966983,0.273357852,0.137836144,0.424620741,0.488108041,0.592522242,0.40518595,0.669329977,0.260759129,0.785739268,0.071962738,0.508255249,0.768932671,0
848,0.763057371,0.239777127,0.085349552,0.201453015,0.386992222,0.785452911,0.115567987,0.636003955,0.678719843,0.829765955,0.449936405,0.535624114,0.848376974,0.271907628,0.76492376,0.491047326,0.423847655,0.012638979,0.978528413,0.483780796,0
849,0.975829535,0.614212382,0.111523834,0.500622438,0.089421173,0.481885155,0.577215783,0.295031919,0.357518968,0.509167542,0.796951415,0.628234918,0.373457601,0.821451979,0.59233263,0.159653171,0.881084352,0.621091632,0.132457648,0.861256951,0
850,0.513899719,0.557163309,0.586548993,0.438017515,0.069998154,0.592328203,0.443421187,0.872051748,0.845707412,0.605794036,0.432337508,0.284037963,0.050493842,0.593684976,0.935748419,0.360290837,0.081080248,0.917429395,0.821196662,0.665594552,1
851,0.355697522,0.694608203,0.614767238,0.282237307,0.679737371,0.226225692,0.767594422,0.370985205,0.999572072,0.816009104,0.452427183,0.323982673,0.585107187,0.411221073,0.298679539,0.142270612,0.334933765,0.704985048,0.637383791,0.868152565,1
852,0.150454052,0.11078543,0.658078065,0.575213425,0.84133639,0.807369336,0.590925388,0.430548419,0.97922412,0.846147169,0.703899838,0.646082615,0.137565781,0.283818824,0.625866118,0.846739473,0.468235331,0.410815533,0.934544585,0.067891625,0
853,0.675572341,0.411877031,0.308046786,0.159855185,0.216501309,0.886258237,0.937130684,0.544605177,0.192716763,0.63511965,0.196791943,0.17719275,0.054046053,0.305796512,0.726540748,0.653823723,0.4951212,0.72775041,0.376477754,0.275659361,1
854,0.083879939,0.090021066,0.3027505,0.268213691,0.766721424,0.828526412,0.751462063,0.513707852,0.316103734,0.237851452,0.494980889,0.586032866,0.207797175,0.069734601,0.332771923,0.780863311,0.851995401,0.459803504,0.487261032,0.082614124,0
855,0.393010521,0.199135085,0.579112434,0.743466617,0.155396231,0.93361239,0.377818427,0.10850183,0.128925151,0.327515586,0.61039695,0.788317081,0.975381417,0.158086509,0.703138588,0.834667236,0.340047221,0.795041467,0.862974028,0.168061806,1
856,0.777614988,0.864161605,0.717838123,0.371811258,0.77843933,0.094054043,0.285806226,0.180068836,0.881519525,0.951912056,0.47217635,0.178014613,0.347819806,0.715151054,0.053627686,0.564556705,0.846601909,0.279970334,0.07923418,0.738411376,0
857,0.389989763,0.446188411,0.929601749,0.941326953,0.160063427,0.244322797,0.69356395,0.003803857,0.956965604,0.691706721,0.54829484,0.2744057,0.50469284,0.310555745,0.896339252,0.965294226,0.389920772,0.724834396,0.276510994,0.180543676,1
858,0.86357941,0.658593479,0.593251002,0.230195275,0.285038786,0.813503125,0.953346981,0.53689388,0.442350723,0.71354678,0.729749449,0.75255943,0.506719649,0.771601858,0.296154243,0.48273101,0.897393863,0.625015554,0.700694979,0.909642009,0
859,0.231421175,0.194274577,0.642443081,0.757732536,0.106614599,0.451220625,0.972434638,0.106638089,0.693191809,0.415130419,0.197962528,0.509077611,0.57402837,0.92353379,0.798929419,0.040359686,0.381272947,0.861483978,0.713897536,0.103921976,0
860,0.743364193,0.63679974,0.743346702,0.196296824,0.300937556,0.885067254,0.019892053,0.012257579,0.718250142,0.464677723,0.360023649,0.230055518,0.740863903,0.822412977,0.304039037,0.253761725,0.877430581,0.481125293,0.866647431,0.667178928,0
861,0.465219682,0.606067419,0.477453762,0.619260802,0.929784686,0.28384381,0.377625797,0.059588639,0.594652347,0.736874064,0.792661805,0.349771584,0.958009357,0.959438706,0.115041705,0.795580185,0.485119392,0.024687735,0.214032345,0.729935751,1
862,0.744722381,0.987968263,0.201979256,0.492599904,0.072311203,0.135958309,0.128247875,0.178319536,0.537351,0.443425949,0.13208152,0.787643343,0.922337042,0.501438904,0.18130948,0.792144319,0.783728353,0.91686172,0.982157205,0.706411056,0
863,0.841562252,0.857167668,0.069187497,0.022118769,0.29926764,0.332202082,0.589970778,0.062393714,0.497814791,0.300229281,0.627310728,0.296830062,0.75396189,0.472857585,0.275831109,0.456274364,0.31659671,0.873887932,0.657353955,0.284219223,0
864,0.637405625,0.113736103,0.542069853,0.910925239,0.842359754,0.744887987,0.556915237,0.315173468,0.208684256,0.085114011,0.435988436,0.700519333,0.071429538,0.580056371,0.212005343,0.292481523,0.773453384,0.007955139,0.221520962,0.037127859,0
865,0.457327208,0.135371388,0.463006473,0.077039295,0.246335017,0.026689945,0.501690499,0.487312684,0.970303459,0.767173119,0.26864812,0.613001825,0.793977749,0.336289728,0.197736193,0.232062466,0.217264508,0.952153254,0.729996851,0.49177027,0
866,0.380392171,0.838349424,0.041591464,0.60818997,0.718346024,0.538230726,0.607503651,0.106818381,0.293978446,0.699578624,0.981608854,0.709879479,0.092211998,0.217111791,0.726293104,0.1478344,0.131927063,0.341731876,0.103152286,0.329297411,0
867,0.257168498,0.280583531,0.122428606,0.870855871,0.481085898,0.257527192,0.469739289,0.216567466,0.248871321,0.751301854,0.437301531,0.410664908,0.023704239,0.113195517,0.460061487,0.776046858,0.04524162,0.002435632,0.44469492,0.466977309,1
868,0.4252405,0.480045244,0.344086359,0.739564507,0.661249638,0.433599286,0.156456862,0.797099548,0.825135915,0.551373544,0.712475414,0.987624905,0.449830019,0.354245971,0.284840374,0.515030261,0.327022203,0.769331514,0.235927203,0.557242307,0
869,0.398278038,0.869445158,0.469646891,0.375496632,0.495740073,0.186262056,0.88955555,0.460480692,0.480632739,0.530990021,0.699939173,0.444664449,0.26571868,0.1134043,0.548051387,0.056091337,0.236550168,0.057387222,0.512175312,0.409546252,1
870,0.097070336,0.13739152,0.291327366,0.284838753,0.098355171,0.586597681,0.716063781,0.839045845,0.985081348,0.218244449,0.581838734,0.143993525,0.106042044,0.963881288,0.282233186,0.297827825,0.177807269,0.416593477,0.748190725,0.015422771,0
871,0.756502887,0.728436414,0.618554051,0.343619739,0.192754869,0.907149694,0.415517826,0.978479255,0.885356066,0.547534739,0.844974018,0.225124253,0.650738491,0.663863831,0.574329065,0.364900241,0.437522471,0.746764699,0.328208446,0.275717219,1
872,0.511921072,0.531892486,0.582092296,0.917212048,0.249708824,0.188604791,0.043148825,0.744682612,0.314551689,0.171861886,0.847318587,0.614753204,0.970811474,0.81752666,0.328950205,0.0646795,0.788990988,0.57882126,0.86081112,0.242284156,1
873,0.288481329,0.910816741,0.446351415,0.853761907,0.27553677,0.015698835,0.182011175,0.430441166,0.785444261,0.920121607,0.939103212,0.700764387,0.782342163,0.76676515,0.490892147,0.414736233,0.213521886,0.21281971,0.070829675,0.556769385,1
874,0.440659875,0.982116767,0.1600607,0.771394086,0.073213084,0.709341678,0.781716499,0.107613221,0.454553689,0.760992254,0.091351964,0.912463042,0.218700035,0.731781016,0.3291068,0.401613882,0.939354491,0.592407209,0.215216411,0.333085285,0
875,0.064072182,0.388895145,0.534190432,0.657529526,0.333723826,0.364140382,0.743508663,0.358180202,0.574807901,0.934830808,0.948838303,0.998003806,0.618475337,0.632319597,0.255405438,0.737780442,0.04023308,0.592970075,0.942548952,0.111746914,1
876,0.470203001,0.041282224,0.347123625,0.014116429,0.159822174,0.033233729,0.726150546,0.201714238,0.317966863,0.270588149,0.207302989,0.14893012,0.589062326,0.339940387,0.269545288,0.66462342,0.791071308,0.842451776,0.084866283,0.267702245,0
877,0.289042785,0.717425051,0.404174079,0.996846738,0.750315803,0.378062479,0.388033501,0.67916654,0.917835646,0.098555704,0.050354045,0.105998559,0.390747758,0.278101092,0.911304818,0.220304774,0.404384005,0.177771673,0.351705845,0.311018323,0
878,0.526930345,0.734434651,0.550585117,0.142213656,0.565020922,0.814643967,0.489756872,0.731801361,0.945676873,0.99849633,0.71173167,0.080192209,0.335277683,0.160069478,0.391523839,0.918748119,0.244514929,0.100753092,0.948715486,0.713464032,1
879,0.058402875,0.512238562,0.996559562,0.076308803,0.52230558,0.18370698,0.302939918,0.919813827,0.341157358,0.533810129,0.203485524,0.694191025,0.596321682,0.985130452,0.574145754,0.588356963,0.886857897,0.112693038,0.492417162,0.409915062,1
880,0.160316421,0.772426746,0.282896643,0.455311848,0.310537251,0.475524259,0.273771861,0.360546393,0.03833899,0.499995025,0.317676689,0.824994692,0.908746593,0.625459553,0.026633316,0.232456058,0.596353581,0.410042766,0.683383577,0.392414283,1
881,0.652774909,0.755382124,0.391202573,0.180062243,0.325578759,0.216438325,0.785855838,0.946948177,0.659962257,0.213461724,0.416101607,0.139049203,0.366521099,0.949516256,0.140046806,0.449388959,0.237029892,0.548821256,0.835980993,0.09743054,1
882,0.855663081,0.023812809,0.90038779,0.603627435,0.727987483,0.886278435,0.967577402,0.435093832,0.176480239,0.684158577,0.371873916,0.545291393,0.052427927,0.346328222,0.324754816,0.344767338,0.179001119,0.284695528,0.866585516,0.987390651,0
883,0.067291254,0.181086312,0.27628866,0.342991732,0.201464364,0.503111462,0.119442785,0.176861036,0.918332066,0.01318586,0.356851747,0.739093344,0.201432248,0.780761577,0.623757832,0.038805318,0.693528727,0.795312906,0.806452879,0.095434295,0
884,0.263851591,0.287364236,0.979491504,0.407174752,0.318637897,0.808689336,0.542164042,0.814903903,0.331142838,0.288274629,0.239437938,0.377658734,0.563329821,0.332120513,0.458714122,0.867094178,0.433733748,0.527263677,0.498593064,0.440290258,1
885,0.679744833,0.877778683,0.462138035,0.821794741,0.895484258,0.151903654,0.206566857,0.814019921,0.659209424,0.408183185,0.618676419,0.523931603,0.450184757,0.680983646,0.337693421,0.697778668,0.312166495,0.395437277,0.602126686,0.686945423,1
886,0.474987833,0.635999381,0.123374261,0.279646911,0.36540922,0.584642165,0.128206299,0.286227033,0.788423904,0.670597681,0.130181712,0.793991063,0.22245388,0.236695417,0.644809878,0.802400824,0.813197583,0.999196558,0.565458218,0.615130507,0
887,0.355050988,0.833262048,0.423922172,0.201186739,0.119267639,0.740911451,0.582293535,0.908352602,0.104697879,0.140779371,0.210754489,0.331383644,0.463644715,0.044673042,0.560717398,0.102816962,0.964428451,0.320030165,0.606535137,0.772766197,1
888,0.869380178,0.907525487,0.325366052,0.565267468,0.028032569,0.901514847,0.584412209,0.1870719,0.464942437,0.393197061,0.877173865,0.189988699,0.342814487,0.737031952,0.071267766,0.603635613,0.357502313,0.306901459,0.699466305,0.881579908,1
889,0.056074727,0.639008891,0.120654988,0.000233908,0.761734804,0.794846247,0.878644922,0.160404752,0.395148566,0.885760688,0.424892055,0.377053336,0.626544323,0.407357615,0.047476541,0.352037922,0.516326201,0.686366963,0.046482677,0.342834098,0
890,0.411546117,0.367996926,0.709994015,0.989770184,0.13112578,0.965416886,0.009094947,0.536577822,0.74757538,0.382030845,0.989722706,0.640994255,0.396785521,0.855867028,0.367556918,0.880609489,0.13529127,0.368467852,0.065959045,0.621727859,1
891,0.71114522,0.738818286,0.131359763,0.387462013,0.299637124,0.382280807,0.4459993,0.317291511,0.7222234,0.752712302,0.361978207,0.942498636,0.976546651,0.740298764,0.391764285,0.833450692,0.116549904,0.43636817,0.869244197,0.968266153,1
892,0.912491365,0.822989685,0.502738836,0.377825024,0.978367123,0.126328883,0.58143899,0.753079126,0.530914556,0.044590683,0.406093222,0.197605137,0.365242788,0.257661018,0.542936215,0.73909944,0.563906677,0.152836738,0.32588525,0.340320452,1
893,0.502289237,0.604596102,0.229538909,0.020102179,0.846270552,0.993806185,0.615590923,0.773214428,0.767634755,0.218726644,0.509850552,0.591095811,0.055184523,0.011231697,0.498268011,0.130162261,0.403991461,0.94267353,0.243066757,0.757455775,0
894,0.743478984,0.83208682,0.719483116,0.04451401,0.666214477,0.717463545,0.740565214,0.921007532,0.609042745,0.370255698,0.496374857,0.006698871,0.470644433,0.059682762,0.010456152,0.049450475,0.039898711,0.023271236,0.603251525,0.773126907,1
895,0.690321364,0.96954262,0.91788739,0.222880993,0.691541813,0.668573653,0.934621058,0.139337169,0.332239632,0.719082925,0.331558362,0.49388125,0.72822653,0.00628374,0.042643711,0.590932868,0.177379446,0.142333771,0.786234143,0.206656136,1
896,0.474858538,0.489611631,0.214484393,0.58183049,0.721430707,0.954185064,0.119985911,0.700822444,0.363845672,0.555221529,0.911259925,0.656824001,0.985937632,0.204483293,0.037918368,0.337444357,0.999267158,0.031186739,0.888371407,0.730143535,0
897,0.737118258,0.590440491,0.612705988,0.408347839,0.519253256,0.432876354,0.00624438,0.440588137,0.911446583,0.261970258,0.720150338,0.73819952,0.032877114,0.900181708,0.326748503,0.71926243,0.052219939,0.162791598,0.404636037,0.387596016,1
898,0.329860763,0.180497953,0.955569496,0.795307535,0.455190641,0.77220773,0.09810835,0.820984457,0.196890341,0.446453463,0.547902184,0.206056172,0.150287122,0.964653813,0.195534513,0.230423382,0.182477484,0.120417954,0.132945485,0.864187226,1
899,0.695289652,0.354601821,0.687740215,0.278440546,0.059179252,0.230730189,0.651925861,0.970619898,0.808513314,0.919036388,0.094308929,0.555989578,0.919130618,0.702246868,0.797966123,0.279909861,0.640145528,0.155962604,0.14579396,0.177716353,0
900,0.412919029,0.232871332,0.1159889,0.938042448,0.22782842,0.288083696,0.117893968,0.795751709,0.229492085,0.892450431,0.462391948,0.479666644,0.066108706,0.056552922,0.863519666,0.675141969,0.718201167,0.082957834,0.543149017,0.734760606,0
901,0.053950471,0.338241954,0.012648533,0.509091025,0.774801344,0.358349472,0.317317098,0.3410194,0.982701374,0.292990958,0.06463449,0.340656761,0.163371272,0.747472381,0.543758506,0.898870209,0.215569188,0.290939755,0.337127126,0.48368712,0
902,0.811887779,0.811493085,0.634232882,0.401994222,0.445519362,0.011837032,0.665936155,0.569487754,0.166641503,0.373733664,0.143528572,0.589078572,0.931403119,0.68660739,0.055541181,0.955045816,0.652772024,0.445475655,0.827487905,0.545698816,1
903,0.378824025,0.426017834,0.780507889,0.595309024,0.229158447,0.740061013,0.586588781,0.755285967,0.642526703,0.325757198,0.393012252,0.202973487,0.605031599,0.464116185,0.94131471,0.01200824,0.880326414,0.87482441,0.097244876,0.793329046,0
904,0.052019786,0.19159747,0.90149748,0.164449513,0.986921667,0.174026604,0.64398602,0.916341507,0.378623747,0.70163029,0.02509202,0.599044151,0.734749667,0.854358444,0.014202939,0.781233299,0.898297148,0.092964677,0.114966067,0.906406208,0
905,0.172140239,0.874792686,0.572371228,0.500990018,0.633845012,0.479823036,0.898687395,0.956888025,0.373019846,0.64644384,0.796129719,0.439475582,0.282887256,0.257315125,0.392382417,0.55114346,0.074834876,0.538965055,0.655083571,0.280814793,1
906,0.450300915,0.03422755,0.98467818,0.267311217,0.77169062,0.912657513,0.975825231,0.10639336,0.466099144,0.281877162,0.441477725,0.710376198,0.984552939,0.238409418,0.100536526,0.04822019,0.173831537,0.907189657,0.667063098,0.72092959,0
907,0.408244804,0.924996016,0.639163169,0.968402536,0.786200496,0.748049512,0.413868511,0.723266047,0.051654288,0.57099318,0.958706907,0.346111004,0.811612376,0.360434476,0.873176543,0.290849321,0.662756441,0.6691511,0.034392371,0.17368677,1
908,0.632657323,0.132702887,0.154420564,0.236902411,0.019143452,0.029874047,0.900457173,0.572455761,0.263342766,0.747547123,0.247554907,0.707926314,0.235964798,0.268609991,0.190236352,0.187646605,0.044913446,0.282766495,0.85131238,0.60265456,1
909,0.96318834,0.493520294,0.616261301,0.455608734,0.911833225,0.304033786,0.473918634,0.078851622,0.676477489,0.300755465,0.659119095,0.71342904,0.671736707,0.034554418,0.000424204,0.55935921,0.578301331,0.567918312,0.688995091,0.564484421,0
910,0.783677099,0.316794082,0.268503641,0.12107162,0.827838627,0.534109758,0.26035702,0.104996781,0.42381731,0.351623537,0.251501783,0.493819637,0.499959575,0.978183655,0.719937563,0.455119719,0.959742043,0.639223579,0.362805018,0.415247383,0
911,0.12955921,0.415490274,0.399979284,0.04620441,0.623898938,0.789524299,0.788490121,0.004256712,0.732699002,0.363023787,0.998663356,0.267700438,0.190910924,0.740470016,0.963996634,0.372380726,0.382581203,0.680283077,0.072154722,0.047716272,0
912,0.029540949,0.537073578,0.105660196,0.530791126,0.385343813,0.095457468,0.922250387,0.599713119,0.440681756,0.508023018,0.577062081,0.008682474,0.02420311,0.432406506,0.674466751,0.263104617,0.487597054,0.468978225,0.626940113,0.530289354,0
913,0.541430516,0.356145497,0.362111077,0.973131912,0.297542401,0.189008452,0.230383977,0.32810294,0.16911335,0.277924525,0.515667343,0.560665629,0.970884994,0.086187485,0.239229974,0.199210436,0.179468645,0.006724606,0.946597699,0.314149393,1
914,0.908373371,0.527258676,0.678736158,0.872224678,0.179061748,0.336504546,0.479406756,0.722697595,0.363927335,0.488213948,0.078120898,0.174492542,0.451150875,0.488475566,0.326614683,0.447409366,0.732975221,0.936453379,0.764289411,0.398774917,1
915,0.060990546,0.298006393,0.49778997,0.494058011,0.30016434,0.410076311,0.888825203,0.67788055,0.485805104,0.042686222,0.209331781,0.215475491,0.426097848,0.968181055,0.873582569,0.059587956,0.298537988,0.599834594,0.027318468,0.568695198,1
916,0.414242522,0.010367475,0.42820246,0.216513499,0.95067186,0.70408984,0.981321874,0.458704074,0.431535609,0.145256976,0.808257022,0.255933998,0.245830464,0.084381827,0.985957756,0.133856978,0.706488814,0.720830517,0.149298655,0.279394258,0
917,0.621836962,0.565571075,0.44461331,0.721553457,0.190337782,0.460152209,0.740346719,0.772642364,0.140972976,0.513980907,0.854745684,0.94105044,0.793636114,0.070006402,0.206804341,0.493294115,0.353732807,0.471250979,0.121004682,0.988396739,1
918,0.530469192,0.021905467,0.243086194,0.103483938,0.407095946,0.610870226,0.139684435,0.075850402,0.586642357,0.703630309,0.910583738,0.981810385,0.934033532,0.633951465,0.255213949,0.793645169,0.372461831,0.001347897,0.56384097,0.880180875,0
919,0.566770028,0.834187509,0.269639221,0.388217972,0.155769006,0.290151828,0.996512698,0.709124051,0.968266754,0.438838091,0.259442729,0.437127088,0.276004398,0.673015131,0.880101129,0.568896409,0.27664683,0.81800751,0.423463998,0.171294152,0
920,0.18426187,0.968800754,0.943996424,0.494871377,0.713194405,0.839412926,0.294985953,0.284469711,0.631931251,0.687048585,0.933772657,0.310235044,0.44568649,0.520219336,0.191150103,0.629187636,0.986413802,0.365122651,0.424006609,0.725891371,1
921,0.173795909,0.989585143,0.42163366,0.707711102,0.8190937,0.367212067,0.780101325,0.821241406,0.792024163,0.15920405,0.788037857,0.621840979,0.562018308,0.470394317,0.351266225,0.975133593,0.973801212,0.179149025,0.679995745,0.608982257,0
922,0.35450354,0.32464512,0.7199702,0.772375338,0.906692863,0.637935711,0.033586234,0.535733538,0.909800966,0.992744492,0.532950549,0.394587744,0.145210073,0.465772125,0.751847031,0.295160903,0.294989637,0.492593725,0.683554991,0.18980275,0
923,0.616392243,0.767269153,0.46515504,0.735903541,0.29491499,0.096159627,0.745269425,0.850913289,0.815132953,0.691484852,0.902148227,0.481106359,0.229548081,0.597317925,0.517255661,0.755428769,0.286647642,0.898654738,0.471436615,0.749923352,1
924,0.764832363,0.19872809,0.294284248,0.707337204,0.770076154,0.334352964,0.464422173,0.961963766,0.59129591,0.864707385,0.157828184,0.209640614,0.128500053,0.952933166,0.476972588,0.977808271,0.535423414,0.416233533,0.247006023,0.599649979,0
925,0.269202896,0.355142727,0.54748813,0.348484039,0.499296095,0.357953791,0.593016056,0.747570018,0.458966668,0.690632312,0.034639545,0.780854325,0.027638387,0.645989665,0.438993828,0.55994476,0.36181314,0.327751501,0.211977046,0.843160337,1
926,0.810965116,0.87724976,0.620388496,0.78116573,0.661761015,0.008133153,0.022704959,0.679264908,0.125522641,0.064579717,0.071636728,0.735433368,0.172958845,0.824322323,0.502562876,0.5783615,0.814309829,0.849774848,0.907844346,0.654841661,1
927,0.188575794,0.765611374,0.434121419,0.240194626,0.842782765,0.999012921,0.65394868,0.04932611,0.972704625,0.201437316,0.228607231,0.186319501,0.006677929,0.615833835,0.715759456,0.409376111,0.725728972,0.622678449,0.319912921,0.940840104,0
928,0.089106286,0.061897353,0.289773311,0.071485541,0.501848453,0.003674169,0.015395271,0.6135955,0.805122396,0.04863499,0.572801237,0.889768012,0.766215923,0.505565148,0.985600912,0.684426563,0.140504198,0.581932644,0.504559093,0.193448795,0
929,0.625289547,0.507259117,0.655833026,0.777334659,0.808179405,0.319564326,0.348739493,0.021635654,0.182408387,0.917430579,0.650646635,0.910499266,0.586133134,0.177733094,0.744230845,0.649345048,0.533752776,0.971630172,0.884167058,0.38371442,1
930,0.581314237,0.889985972,0.744464664,0.058703638,0.004188203,0.395018432,0.550213494,0.306907958,0.946586323,0.77158378,0.593879613,0.965924947,0.254779384,0.3032749,0.412353607,0.205851102,0.020311305,0.104228914,0.94491702,0.784341721,1
931,0.66408072,0.279239568,0.222937664,0.008340605,0.621029659,0.57431627,0.640015957,0.258334609,0.105993671,0.472568715,0.627746133,0.221048295,0.294497786,0.859450454,0.978191317,0.750911776,0.046031767,0.976222492,0.736082318,0.092448014,1
932,0.015112595,0.917457424,0.231865302,0.756416073,0.78650467,0.934901273,0.50560055,0.388546647,0.532675908,0.464807036,0.150931252,0.028275606,0.337907559,0.241761962,0.098452561,0.041578329,0.871839846,0.54307246,0.751928598,0.396147082,0
933,0.263568849,0.526360073,0.974711524,0.043014428,0.34633871,0.425111061,0.72163544,0.207937941,0.068249099,0.899680384,0.802988408,0.27718888,0.894371182,0.281012878,0.821318749,0.441544924,0.999991931,0.349303864,0.838234364,0.466436863,1
934,0.642092423,0.018426184,0.050642682,0.573024406,0.968738815,0.284252697,0.419523036,0.494962375,0.382299976,0.66373135,0.059721874,0.782556753,0.441168938,0.944001259,0.521192452,0.493651161,0.970824189,0.693858175,0.744999186,0.28744861,0
935,0.74113732,0.60374762,0.118705468,0.119445469,0.443622745,0.625801418,0.675421805,0.364323475,0.307376428,0.637321118,0.73506511,0.231669373,0.389975306,0.740936432,0.749500476,0.305645492,0.924918547,0.272497485,0.52996282,0.657543608,0
936,0.880390768,0.445462444,0.03801775,0.088301316,0.082224602,0.367606964,0.60831775,0.457943909,0.569820736,0.055091641,0.071658269,0.357670789,0.116837012,0.531121469,0.732180728,0.085074108,0.529040361,0.916603782,0.796952137,0.709250236,0
937,0.055742904,0.845836504,0.591154989,0.330563095,0.714247637,0.133918104,0.604656069,0.343233489,0.786353988,0.149745302,0.672066019,0.811896602,0.171815635,0.597629264,0.96119068,0.712083293,0.327574113,0.900791413,0.938193772,0.586332153,1
938,0.818057893,0.146720527,0.717683867,0.772047761,0.151213247,0.689797795,0.114720404,0.469406584,0.203971514,0.767170253,0.630580519,0.375275322,0.116400442,0.60801849,0.981340557,0.585360858,0.651182331,0.430984917,0.671012994,0.758005662,0
939,0.732368568,0.042082522,0.544954746,0.756378895,0.201179875,0.534805368,0.709056292,0.966164153,0.702384933,0.249244467,0.280039387,0.259123618,0.267660813,0.189487327,0.634581435,0.131656932,0.531841935,0.759473033,0.343984267,0.938818182,0
940,0.024436434,0.805461113,0.395487167,0.363483691,0.256018884,0.923374456,0.716424426,0.955139516,0.437474103,0.192267354,0.672032684,0.768515482,0.916269463,0.388812207,0.355694703,0.1475771,0.799742339,0.579126489,0.297862829,0.416845212,0
941,0.389349688,0.057448062,0.343844665,0.971321227,0.930152366,0.163190538,0.438415911,0.833286214,0.004911125,0.018075118,0.095465509,0.836184289,0.177649433,0.119169685,0.517728272,0.274795287,0.878005765,0.1516998,0.370109565,0.534034005,1
942,0.130569082,0.950057181,0.512212356,0.325047908,0.054827196,0.875683234,0.497896191,0.335439665,0.021854705,0.695446648,0.039595948,0.484562466,0.098606141,0.675281409,0.160574246,0.89468006,0.074939837,0.864098794,0.965569839,0.212451012,1
943,0.421063347,0.563660387,0.048604991,0.09016627,0.230810972,0.149906211,0.794163506,0.312097971,0.87487837,0.922142077,0.905023818,0.254443399,0.104640263,0.921329643,0.724638775,0.186699493,0.910945275,0.078686757,0.453217173,0.771704193,0
944,0.221496884,0.89449512,0.300132981,0.481964258,0.703726903,0.159787113,0.909598185,0.554861695,0.943239197,0.928149826,0.204655437,0.415438654,0.212694044,0.153767131,0.260243872,0.523150778,0.277476278,0.15822749,0.491779367,0.332123416,1
945,0.311928584,0.373441068,0.989690103,0.24586342,0.152380032,0.931107514,0.468978929,0.769367089,0.698473464,0.478721917,0.712559112,0.443424984,0.715562116,0.941674968,0.365394075,0.265430017,0.065486807,0.463495045,0.257637378,0.2377527,1
946,0.073668796,0.023107141,0.280224863,0.008648813,0.044532971,0.495338743,0.966176363,0.199024331,0.744558504,0.793852309,0.109524426,0.488168329,0.14307816,0.656586781,0.014846278,0.720348103,0.391297375,0.277309103,0.155982171,0.59233117,0
947,0.42302779,0.906207558,0.638475978,0.994614054,0.803388822,0.460288695,0.064786118,0.144047163,0.422781437,0.61681301,0.499099184,0.225810069,0.105009118,0.810283612,0.817943091,0.747214384,0.109584235,0.346162677,0.434939939,0.610694873,1
948,0.985120816,0.479226925,0.102734908,0.755683069,0.887874803,0.969940355,0.815388081,0.37559641,0.953432208,0.862141155,0.919463599,0.076937769,0.753393157,0.386144804,0.704227578,0.577217494,0.176820539,0.350056359,0.819402834,0.924734731,0
949,0.522181022,0.932378561,0.939447023,0.080147343,0.504321188,0.333667844,0.055727006,0.631796028,0.016509442,0.309947194,0.855882371,0.358168597,0.011458784,0.069036195,0.988551812,0.266651481,0.614549146,0.788064413,0.898474363,0.140792022,1
950,0.088251558,0.981082521,0.095700347,0.538407741,0.661495946,0.676344479,0.943776939,0.71526509,0.865728772,0.229653701,0.011396539,0.754650446,0.995490318,0.808586505,0.060101386,0.267350364,0.213650946,0.609510861,0.060739372,0.6095846,0
951,0.91700147,0.768074189,0.415563508,0.098805468,0.416842671,0.871001151,0.345739163,0.853734054,0.781497834,0.245197355,0.137609658,0.785998846,0.653565848,0.749658222,0.733558674,0.878443474,0.084639334,0.823118168,0.819102972,0.164216396,1
952,0.660723607,0.870462583,0.738616025,0.300495191,0.400240524,0.733385669,0.138186541,0.321429028,0.417544097,0.481935283,0.858023173,0.452413332,0.926761476,0.248610342,0.243997396,0.684988727,0.051924556,0.672107896,0.911821397,0.694130391,1
953,0.402523708,0.875631259,0.278464353,0.664982303,0.155494337,0.677574266,0.632747437,0.786864242,0.529482877,0.184657216,0.202781438,0.722563085,0.49459245,0.873401609,0.617554815,0.176821155,0.8351931,0.790479743,0.048788185,0.154597101,0
954,0.146353763,0.681450641,0.158612141,0.711371248,0.259063553,0.014321289,0.468429028,0.7888261,0.479783864,0.545869726,0.535236852,0.648698718,0.520566829,0.110246194,0.305246705,0.236171979,0.559204222,0.568170252,0.32985136,0.115452858,0
